name,category,price,price_per_kg,amount_kg,is_available,product_menu_url
کود میکرو معدنی بهاران (ریز مغذی)نوع B. شش کیلویی,,473000,78833.33333333333,6.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=35
کود ریزمغذی ریکو اسپانیایی,,640000,1280000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=35
کود امینو اسید شوک(پلاس) یک لیتری اصل,,450000,450000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=35
کود ریشه زایی فسفر شوک(پلاس) یک لیتری,,480000,480000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=35
کود پیاز شوک(پلاس) اصلی امریکایی,,400000,400000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=35
کود سیلیکات پتاسیم شوک(پلاس) نانو یک لیتری,,400000,400000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=50
کود نیتروژن 99درصد شوک(پلاس) یک لیتری مایع,,350000,350000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=35
کود مخصوص گندم شوک(پلاس) امریکایی,,450000,450000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=35
کود کامل گیاهان آپارتمانی,,30000,250000.0,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=46
کود جلبک دریایی 120 سی سی,,34000,283333.3333333334,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=46
کود 12 12 36 (بسته بندی قوطی خانگی),,40000,571428.5714285714,0.07,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=46
برگ مورینگا با کیفیت عالی بار امسالی و تازه(500گرمی ),,1556700,3113400.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
باباآدم با کیفیت عالی بار امسالی و تازه(500گرمی),,410600,821200.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
استویا با کیفیت عالی بار امسالی و تازه(500 گرمی),,2008200,4016400.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
گیاه کاسنی با کیفیت عالی بار امسالی و تازه(500گرمی ),,387200,774400.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
گیاه خرفه با کیفیت عالی بار امسالی و تازه(750 گرمی ),,1238300,1651066.6666666667,0.75,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
گیاه مریم گلی با کیفیت عالی بار امسالی و تازه(500گرمی ),,917000,1834000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
گیاه سدر با کیفیت عالی بار امسالی و تازه(750گرمی),,437500,583333.3333333334,0.75,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
اکالیپتوس با کیفیت عالی بار امسالی و تازه(500گرمی),,195600,391200.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=40
برگ جینکو با کیفیت عالی بار امسالی و تازه(500گرمی ),,2615100,5230200.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
گیاه جعفری با کیفیت عالی بار امسالی و تازه(500گرمی),,1086000,2172000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
گیاه شاهتره با کیفیت عالی بار امسالی و تازه(250گرمی ),,143200,572800.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
آشواگاندا با کیفیت عالی بار امسالی و تازه(500گرمی),,2156000,4312000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
گیاه جعفری با کیفیت عالی بار امسالی و تازه(100 گرمی ),,277500,2775000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
گل بومادارن با کیفیت عالی بار امسالی و تازه(50 گرمی ),,128900,2578000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
گیاه کاسنی با کیفیت عالی بار امسالی و تازه(150گرمی),,221600,1477333.3333333335,0.15,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
برگ سنا با کیفیت عالی بار امسالی و تازه(100گرمی),,122600,1226000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
گیاه رازک با کیفیت عالی بار امسالی و تازه(100گرمی),,629900,6299000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
گل بومادارن با کیفیت عالی بار امسالی و تازه(150 گرمی ),,251200,1674666.6666666667,0.15,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=40
گیاه خار مریم با کیفیت عالی بار امسالی و تازه(100 گرمی ),,156500,1565000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
آلوئه ورا با کیفیت عالی بار امسالی و تازه(250گرمی),,930300,3721200.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
گیاه زوفا با کیفیت عالی بار امسالی و تازه(150گرمی),,514500,3430000.0,0.15,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
ریشه چوبک با کیفیت عالی بار امسالی و تازه(200 گرمی ),,198500,992500.0,0.2,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
ریشه کاسنی با کیفیت عالی بار امسالی و تازه(250 گرمی),,260800,1043200.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
ریشه آنغوزه با کیفیت عالی بار امسالی و تازه(100گرمی ),,121100,1211000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
گیاه رازک با کیفیت عالی بار امسالی و تازه(150گرمی),,890400,5936000.0,0.15,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
ریشه خولنجان با کیفیت عالی بار امسالی و تازه(100گرمی),,639000,6390000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
گیاه کاسنی با کیفیت عالی بار امسالی و تازه(200گرمی),,253800,1269000.0,0.2,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
پوست اسفرزه با کیفیت عالی بار امسالی و تازه (200گرمی),,1610700,8053500.0,0.2,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=41
گل مینا با کیفیت عالی بار امسالی و تازه(50گرمی),,1242800,24856000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
گیاه نعناع فلفلی با کیفیت عالی بار امسالی و تازه(250 گرمی),,415700,1662800.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=42
کود اکورمون محرک رشد و گلدهی ضد ریزش گل نیم لیتری,,1290000,2345454.5454545454,0.55,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود فسفیمکس(فسفیت پتاسیم) 20-30 یک لیتری,,1375000,1057692.3076923075,1.3,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
اسپرانتو ادونس- کود کامل همراه ریز مغذی و جلبک,,1165000,1059090.909090909,1.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کودnpk پودری اختصاصی زعفران برند فایواستار بلژیک کیفیت ضمانتی و عالی بسته بندی یک کیلوگرمی,,275000,275000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود npkپودری 202020 گوما یونان کیسه ده کیلوگرمی کود کامل اصل,,3668900,366890.0,10.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود فراکتون کیمیتک,,1980000,1980000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=49
کود تقویتی مخصوص انواع مرکبات هپی پلنت مدل HP445 حجم 120 میلی لیتر,,45000,450000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=45
کود مایع اسید هیومیک و ان پی کا در غلظت مناسب گیاهان خانگی 2 عدد 120 میلی لیتری,,194400,648000.0,0.3,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مولتی کود اختصاصی کاکتوس 8 عنصری بسته دو عددی,,194400,972000.0,0.2,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مجموعه کود کامل مایع مخصوص گل پتوس مدل گلبان کود سه عددی حجم کل 660 میلی لیتر,,211500,282000.0,0.75,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود کامل مایع مخصوص سانسوریا مدل بهین رشد مجموعه دو عددی حجم کل240 میلی لیتر,,199300,830416.6666666667,0.24,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود مایع NPK20-20-20 بسته دو عددی,,194400,810000.0,0.24,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود مایع اختصاصی گیاه لیندا مدل Danesh Sabz حجم 120 میلی لیتری بسته 8 تایی,,305800,318541.6666666667,0.96,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود مایع اختصاصی آدنیوم مدل Danesh Sabz حجم 120 میلی لیتری بسته 8 تایی,,305800,318541.6666666667,0.96,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود جلبک دریایی شوک(پلاس) امریکایی یک لیتری,,38000000000000000000,3.8e+19,1.0,True,
کود تقویتی مخصوص لیندا ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=204
کود فول ست ( فروت ست ) مایع بمب 20 لیتری (پسکرایه),,2220000000000000000000,1.11e+20,20.0,True,
کود جلبک هیومیک بمب انرژی 2 رویش سبزکود ضدتنش,,55000,550000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=20
سوپر کود ترکیبی انواع گیاهان آپارتمانی. 250 سی سی,,80000,320000.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=20
کود آمینو اسید برند پروتکت نیچر,,120000,960000.0,0.125,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=20
گیاه دم گیلاس با کیفیت عالی بار امسالی و تازه(500گرمی),,291500,583000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=20
کود کامل سه بیست پلاس 20 20 20 نیکوبذر (گرم بالا),,49000,1225000.0,0.04,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=20
گیاه خارشتر با کیفیت عالی بار امسالی و تازه(500گرمی ),,126500,253000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=21
کود کامل (نیتروژن فسفر پتاسیم همراه با عناصر )کمپلکس پلاس جنوبگان حجم یک کیلوگرم,,45000,45000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=21
کود بیورادیکانت (کود ریشه زایی) 30 cc,,110000,3666666.666666667,0.03,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=21
کود دی پی 98 انگلستان امکس حجم 30سی سی,,40000,1333333.3333333335,0.03,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=21
کود مخصوص ریشه زایی سانیا کود مدل 10-52-10 وزن 50 گرم,,19900,398000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=21
کود ورمی کمپوست بسته 500 گرمی,,45000,90000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=21
کود کلات آهن . مخصوص گیاهان سبز,,35000,583333.3333333334,0.06,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=21
کود فولویک اسید شوک یک لیتری آمریکایی اصل,,350000,350000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=33
کود مایع اختصاصی درسنا کامپکت مدل Danesh Sabz حجم 120 میلی لیتری بسته 8 تایی,,305800,318541.6666666667,0.96,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مجموعه کودی پاپیتال وNPK و هیومیک و کود آهن مدل Danesh PK حجم 120 بسته 4تایی,,228700,476458.3333333334,0.48,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مجموعه کودی سانسوریا کراواتی وNPK و هیومیک و کود آهن مدل PK حجم 120 بسته 4تایی,,228700,476458.3333333334,0.48,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مجموعه سانسوریا کود وNPK و هیومیک و کود آهن مدل Danesh PK حجم 120 بسته 4تایی,,228700,476458.3333333334,0.48,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود مایع مخصوص برگ دهی پتوس بسته سه عددی حجم هر ظرف 100 میلی لیتر,,211500,440625.0,0.48,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود مایع مخصوص شمعدانی بسته سه عددی حجم هر ظرف 100 میلی لیتر,,211500,470000.0,0.45,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود قطره مایع آسان مصرف مخصوص پتوس بسته سه عددی حجم هر ظرف 100 میلی لیتر,,211500,528750.0,0.4,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود کامل و اختصاصی بامبو بسته سه عددی,,228700,635277.7777777778,0.36,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود کامل و اختصاصی آدنیوم بسته سه عددی,,211500,587500.0,0.36,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود کامل و اختصاصی بنت القنسول بسته سه عددی,,211500,587500.0,0.36,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود کامل و اختصاصی گندمی بسته سه عددی,,211500,587500.0,0.36,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود کامل و اختصاصی ریشه زایی پتوس بسته سه عددی,,211500,587500.0,0.36,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مولتی کود غنی شده با هیومیک اسید بسته سه عددی,,228700,254111.1111111111,0.9,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
پک کودی پتوس سه مرحله ای,,211500,587500.0,0.36,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مولتی کود اختصاصی بنت القنسول بسته دو عددی,,194400,810000.0,0.24,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مولتی کود اختصاصی فیکوس بسته دو عددی,,194400,810000.0,0.24,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مولتی کود اختصاصی درسنا بسته دو عددی,,194400,810000.0,0.24,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
مولتی کود پتوس 8 عنصره بسته سه عددی,,211500,705000.0,0.3,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود مایع کلسیم کود کلسیم ضد ریزش برگ ضد نوک سوزی برگ ضد بد شکلی برگ و میوه,,94000,522222.2222222223,0.18,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
تجزیه گر کود دامی( جهت پوساندن تک 10 تُنی کود حیوانی),,3300000,165000.0,20.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=36
کود مایع انرژی سولوشن,,39000,650000.0,0.06,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=43
کود کاکتوس پتاس بالا 36-12-6 ایتالیایی گرین گروت-کود کاکتوس-کودGreen Growth-گلدونه,,72000,600000.0,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=37
کود هوس پلنت NPK 18-18-18 - کود ایتالیایی گرین گروت - کود رشد گیاه - تقویتی گیاهان آپارتمانی- کود سانسوریا - گلدونه,,72000,626086.9565217391,0.115,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=37
کود کاکتوس و گلدهی پودری 55 گرم- کود پتاس بالا برای گیاهان آپارتمانی- تقویتی گیاهان-کود گلدهی-کود کاکتوس-کود NPK- گلدونه,,26000,472727.2727272727,0.055,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=37
کود آمینو اسید - ضد تنش ها و آفات و بیماری ها - تقویتی اسید آمینو - کود گیاهان آپارتمانی - کود گرین گروت - کود گلدونه,,72000,626086.9565217391,0.115,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=37
کود کلات مس یک کیلویی شرکت مهر پاسارگاد,,450000,450000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=37
کود هیدرولیز ماهی کماگرو ترکیه,,3050000,152500.0,20.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=43
کود هیومیک اسید شوک آمریکایی 95درصد حجم پنج لیتری,,1750000,350000.0,5.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=43
کود مولتی کمپلکس بزند بمب (ریزمغذی کامل) گالن یک لیتری,,450000,450000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=43
کود فول فروت ست برند بمب مایع گالن پنج لیتری,,1500000,300000.0,5.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=43
کود مایع 20 20 20 دانشمند کوچک مدل اکولایف حجم 120 میلی لیتر,,40000,200000.0,0.2,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=38
کود مایع کاکتوس دانشمند کوچک مدل اکولایف حجم 120 میلی لیتر,,40000,333333.3333333334,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=38
روغن ولک گیاه و درختان,,250000,250000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=43
کود آفت کش و ریز مغذی درختان ارگانیک,,388000,388000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=38
کود فسفر بالای زیگلر آلمان 25گرمی 10-52-10,,19000,760000.0,0.025,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=39
کود مونوپتاسیم فسفات 34-52-0 زیگلر آلمان 25 گرمی,,20000,800000.0,0.025,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=39
کود آمینواسید80درصد  نیترو آمینALGAESTIM برند اگروناترینتز مکزیک25 گرمی,,30000,1200000.0,0.025,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=39
کود کامل آل مکس جنریت یک لیتری اصلی مناسب تمام گیاهان محصول آمریکا,,990000,899999.9999999999,1.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=39
