name,category,price,price_per_kg,amount_kg,is_available,product_menu_url
کود تقویتی مخصوص استرپتوسولن ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص شاهی ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل زنبق ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل ساعتی ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص استرپتوسولن ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل تکمه ای ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل سوسن آفریقایی ( آگاپانتوس ) ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص برگ دهی ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص یاس هلندی ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص نخود فرنگی ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص آویشن ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص کاکتوس پایه خیاری ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص اکیناسه ( سرخارگل ) ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص نخود ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل ژربرا ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل داوودی ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص اوفیوپوگون ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل جعفری ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص سانسوریا ماسونی ( باله نهنگی ) ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص پیرگیاه ( زلف پیر ) ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص کرویز ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص کلم بروکلی ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص درخت سیب ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل ستاره ای ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل ابری ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص رولیا ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص سیر ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص یونجه ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص گل کلم زینتی ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص برگ بیدی ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص پاپیتال ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود تقویتی مخصوص وریزیا ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود کامل مارانتا ظرافت وزن 250 گرم مدل KO19315,,190000,760000.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود کامل تقویتی ریحان ظرافت مدل KO24933 وزن 100 گرم,,75000,750000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود مایع ریحان ظرافت 250 سی سی,,85000,340000.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود کامل ان پی کا بلوروستر 20-20-20 npk,,2650000,265000.0,10.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=99
کود ان پی کا (NPK) 20-20-20 دکتر بایو,,43000,430000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود تقویتی مخصوص آدنیوم ( رز صحرا ) ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود تقویتی مخصوص رزماری ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود مایع گل دهی فلاور آمی 125 میلی لیتر (بسته 2 عددی),,76000,237500.0,0.32,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود تقویتی مخصوص درخت موز ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود تقویتی مخصوص انواع دراسنا ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود اسید آمینه آمینوفول (Aminofull) دکتر بایو,,69000,1150000.0,0.06,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص گل غوره ای ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص پتوس حصیری ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص پیراکانتا ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص بامیه ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص کاکتوس اپونتیا میوه دار ( گلابی خاردار ) ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص کالادیوم ( گوش فیلی ) ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص گل پیچک ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص اگزالیس ( شبدر زینتی ) ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص کاکتوس ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص کالادیوم ( گوش فیلی ) ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص گل آشیانتوس ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص درخت انجیر ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص نخل شامادورا ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود کامل فسفر بالا NPK 10-52-10 TE,,76000,380000.0,0.2,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص فردوس ( سینادنیوم گرانتی ) ظرافت وزن 50 گرم,,49000,980000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص پتوس مرمری ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود تقویتی مخصوص زاموفیلیا طلایی ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
بسته دو تایی کود همه کاره ارگانیک ویتامینه گیاهان ویژه ی نهال باغات صیفی و سبزیجات,,398000,199000.0,2.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود هورمون جیبرلین مایع پروتکت پلنت 500 میلی لیتر,,440000,880000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود هورمون اکسین مایع پروتکت پلنت 125 میلی لیتر,,130000,1040000.0,0.125,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود ارکیده مایع گرین گروث (رشد) 90 میلی لیتر,,55000,611111.1111111111,0.09,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود 36 12 12 کریستالون پروتکت پلنت 500 گرم,,500000,1000000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود ریشه زایی و گلدهی امریکایی,,379000,379000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود کلات آهن 6 درصد آیرون فرت مستر اسپانیا,,1230000,1230000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود مخصوص گل سانسوریا,,40000,400000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود گوگرد گرانوله 75 درصد,,30000,300000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود زاج سبز (50 گرمی ) مخصوص گل کاغذی,,65000,1300000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود جلبک دریایی گرانوله (100 گرمی ),,90000,900000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=100
کود پتاس (100 گرم ),,65000,650000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود سولفور کی بارافشان تامین کننده پتاسیم و گوگرد حجم یک لیتر,,270000,270000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود کامل 20-20-20 NPK گرومور همراه با هیومیک اسید یک کیلوگرم,,900000,900000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود تقویتی 36-12-12 مدل خانگی حجم 100 گرم,,40000,400000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود تقویتی (فروت ست) موبرسین 250 گرمی وارداتی ترکیه,,450000,1800000.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود تقویتی گل های آپارتمانی 20-20-20 حجم 100 گرم,,40000,400000.0,0.1,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود سکوانشیال 2 امکس حاوی پتاس بالا,,1350000,1350000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود دفندر پتاسیم فروغ دشت فیوچراکو اسپانیا,,1000000,1000000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود ریشه زایی ریزون,,360000,360000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کودمگافول محرک زیستی و ضد استرس,,50000,1666666.6666666667,0.03,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود مگافول محرک رشد ضد استرس,,1400000,1400000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود ام سی کرم MC Cream,,1700000,1700000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود سه بیست 202020 کیمی طیف انگلستان,,350000,350000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
کود فیکوس الستیکا پوکون هلند,,300000,600000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=101
هیومیک اسید 150میلی لیتر تایمکس اسید هیومیک ضد شوک و تنش,,69000,460000.0,0.15,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
زئوبیولیت سنگ دانه کود طبیعی زیستی 450 گرمی,,144500,180625.0,0.8,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود پلنت بسته 500 گرمی,,73000,146000.0,0.5,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=102
کود کلات منگنز 13 درصد اکوریچ به فرم EDTA,,990000,990000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود جلبک دریایی الگاسیفو 3000 ایتالیا,,980000,980000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود آهن اینووایو 55 اسپانیا با درصد ار تو ارتو بالا,,1350000,1350000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود مخصوص ساکولنت پودری تایمکس,,39000,1300000.0,0.03,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود کامل NPK ریشه زایی گیلدا کد 10-52-10 مدل فسفر بالا وزن 25 گرم,,83000,3320000.0,0.025,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود مایع گلدهی گیلدا کد GG30 حجم 30 میلی لیتر,,83000,2766666.666666667,0.03,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود مخصوص بونسای گیلدا کد GB25 وزن 25 گرم,,83000,3320000.0,0.025,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود تخصصی گیاه اسپاتی فیلوم,,75000,300000.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود هیومیک,,656600,26264.0,25.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود کامل ماکرو 12. 6. 6,,2332800,46656.0,50.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کودرشد گیاهان فرموله با آمینو اسیدو جلبک دریایی کود نیتروژن بالا,,45000,900000.0,0.05,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود تخصصی نخل های زینتی,,75000,300000.0,0.25,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود شوک ریشه زایی 0-63-19 کودنشاء یک لیتری (پس کرایه),,265000,265000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود گل وگلدان وباغچه 120cc,,80000,666666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود مایع کامل گل وگیاه و باغداری وزراعت یک لیتری,,199000,199000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کودنیترات کلسیم پودری دارای ثبت کودی تحت لیسانس اسپانیا,,150000,150000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود 20 20 20 در بسته بندی (30 گرمی)مناسب با کیفیت بالا و قیمت تنظیم بازاری,,13500,450000.0,0.03,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود تقویتی مخصوص بن سای ( بنسای  بونسای ) ظرافت,,47000,391666.6666666667,0.12,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=107
کود کمپوست هوشمند ارگانیک ویژه گل های گلدان و درختان باغچه. سفارشات تناژی مشمول تخفیف میشه.,,14000,14000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=103
کود هیومیک اسیدمایع بیست لیتری برند شوک(پس کرایه),,1990000,99500.0,20.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=107
کود پتاس بالا95درصدبرند شوک بیست لیتری (پس کرایه),,2075000,103750.0,20.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=107
کود شود فولویک اسید 95درصد یک لیتری (پس کرایه),,420000,420000.0,1.0,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=107
جلبک دریایی کود ویژه گلهای خانگی و آپارتمانی و درختچه های زینتی,,90000,333333.3333333333,0.27,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=104
کود مایع فیلا حجم 500 میلی لیتر,,350000,614035.0877192983,0.57,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=104
