,url,name,category,price,price_per_kg,amount_kg,last_price_update,is_available,product_menu_url,_pk
10,https://basalam.com/shoayb/product/12990467,خاک گلدان.خاک.خاک گلدان.خاک و کود,,148000,24666.6666666666,6.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/shoayb/product/12990467::خاک گلدان.خاک.خاک گلدان.خاک و کود
11,https://basalam.com/dargol1367/product/12071986,خاک و کود آماده کشت 12 لیتری (پس کرایه),,190000,21111.111111111102,9.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/dargol1367/product/12071986::خاک و کود آماده کشت 12 لیتری (پس کرایه)
12,https://basalam.com/greenrose/product/11745826,خاک و کود آماده کاشت تای سیز 8 لیتری,,87000,23513.5135135135,3.7,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/greenrose/product/11745826::خاک و کود آماده کاشت تای سیز 8 لیتری
13,https://basalam.com/greenrose/product/11745952,خاک و کود آماده کاشت تای سیز 20 لیتری,,175000,20588.2352941176,8.5,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/greenrose/product/11745952::خاک و کود آماده کاشت تای سیز 20 لیتری
14,https://basalam.com/goldan.felezi/product/15077725,خاک و کود آماده کاشت 8 لیتری,,78200,9775,8.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/goldan.felezi/product/15077725::خاک و کود آماده کاشت 8 لیتری
15,https://basalam.com/greenrose/product/15263385,خاک و کود آماده کاشت تای سیز 50 لیتری,,380000,7600,50.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/greenrose/product/15263385::خاک و کود آماده کاشت تای سیز 50 لیتری
16,https://basalam.com/igool/product/16423385,خاک کود آفت کش و گلدان پلیمری پک تعویض گلدان,,499000,nan,,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/igool/product/16423385::خاک کود آفت کش و گلدان پلیمری پک تعویض گلدان
17,https://basalam.com/golkhaneh_linda/product/18194922,خاک بهداشتی غنی شده با کود حلزون آچاتینا (پس کرایه),,110000,36666.6666666666,3.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/golkhaneh_linda/product/18194922::خاک بهداشتی غنی شده با کود حلزون آچاتینا (پس کرایه)
18,https://basalam.com/abbasico94/product/20871824,خاک پیتماس (دوکیلویی) کود گیاه,,330000,165000,2.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/abbasico94/product/20871824::خاک پیتماس (دوکیلویی) کود گیاه
19,https://basalam.com/belife/product/13430056,خاک رس بهداشتی 200 گرم,,70000,350000,0.2,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=12,https://basalam.com/belife/product/13430056::خاک رس بهداشتی 200 گرم
20,https://basalam.com/golyar-co/product/24173485,خاک فله ای گلیار 25 لیتری - پس کرایه,,483600,19344,25.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=6,https://basalam.com/golyar-co/product/24173485::خاک فله ای گلیار 25 لیتری - پس کرایه
21,https://basalam.com/tarhokhial/product/6379740,خاک بسته بندی شده مناسب گلها و گیاهان آپارتمانی و باغچه ای,,120000,12000,10.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=6,https://basalam.com/tarhokhial/product/6379740::خاک بسته بندی شده مناسب گلها و گیاهان آپارتمانی و باغچه ای
22,https://basalam.com/hastimahdi/product/14502188,خاک ژله ای مدل Seven Color بسته 5 عددی,,49900,nan,,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/hastimahdi/product/14502188::خاک ژله ای مدل Seven Color بسته 5 عددی
23,https://basalam.com/cafegoll_com/product/5190862,خاک کوکوپیت بسته ی یک لیتری (پس کرایه),,18050,60166.666666666606,0.3,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=5,https://basalam.com/cafegoll_com/product/5190862::خاک کوکوپیت بسته ی یک لیتری (پس کرایه)
24,https://basalam.com/nikanart1369/product/24376282,خاک ژله ای شفاف 4 گرمی,,20000,nan,,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=5,https://basalam.com/nikanart1369/product/24376282::خاک ژله ای شفاف 4 گرمی
25,https://basalam.com/golkade_viona/product/16847490,خاک گلهای زینتی درجه 1 (گریدa) بسته 10 لیتری,,170000,17000,10.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=7,https://basalam.com/golkade_viona/product/16847490::خاک گلهای زینتی درجه 1 (گریدa) بسته 10 لیتری
26,https://basalam.com/green-mile/product/17782446,خاک کامل آماده کشت تای سیز 8 لیتری,,75000,9375,8.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=4,https://basalam.com/green-mile/product/17782446::خاک کامل آماده کشت تای سیز 8 لیتری
27,https://basalam.com/miadshimii/product/20248489,خاک دیاتومه برای دفع حشرات موزی 3کیلویی,,650٬000,21666.6666666666,3.0,,True,,https://basalam.com/miadshimii/product/20248489::خاک دیاتومه برای دفع حشرات موزی 3کیلویی
28,https://basalam.com/attari_norouzi/product/10750596,خاک رس قرمز،سبز،سفید کیلویی,,150000,150000,1.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=8,https://basalam.com/attari_norouzi/product/10750596::خاک رس قرمز،سبز،سفید کیلویی
29,https://basalam.com/myleeches/product/9333946,خاک حلزون آچاتینا 5 کیلویی,,89٬000,1780,5.0,,True,,https://basalam.com/myleeches/product/9333946::خاک حلزون آچاتینا 5 کیلویی
30,https://basalam.com/kolbegoldoon/product/18535119,خاک ژله ای کروی شفاف بسته پر,,6500,nan,,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85?page=10,https://basalam.com/kolbegoldoon/product/18535119::خاک ژله ای کروی شفاف بسته پر
31,https://basalam.com/asilzade/product/9354932,خاک سفید مخصوص شیره انگور,,36000,36000,1.0,,True,https://basalam.com/cat/tools/%D8%AE%D8%A7%DA%A9-%DA%A9%D9%88%D8%AF-%D8%B3%D9%85%D9%88%D9%85,https://basalam.com/asilzade/product/9354932::خاک سفید مخصوص شیره انگور
