url,name,category,price,price_per_kg,amount_kg,last_price_update,is_available,created_at,last_updated
https://royalkesht.com/vermicompost/,کود ورمی کمپوست سوپر PLS,کود ورمی کمپوست,"۴,۰۰۰","۴,۰۰۰",,,,2025-07-28 14:54:16,2025-08-04 10:24:17
https://royalkesht.com/vermicompost/,کود ورمی کمپوست معمولی,کود ورمی کمپوست,"۳,۰۰۰","۳,۰۰۰",,,,2025-07-29 14:45:17,2025-08-04 10:24:12
https://royalkesht.com/vermicompost/,کود ورمی کمپوست غنی شده,کود ورمی کمپوست,"۳,۵۰۰","۳,۵۰۰",,,,2025-07-29 14:45:19,2025-08-04 10:24:15
